Name,R_grp_SMILES,SMILE,Comments (Stanley),Name_Aaron,Comments (Aaron),Comments (after matching),Important comments for Group Meeting,"40, 67, 97,208,225"
Qx1b,[R14]C1(C2=C(SC(C3=CC=C(/C=C4SC(N([R36])C/4=O)=S)C5=NC(C6=CC=CC=C6)=C(N=C35)C7=CC=CC=C7)=C2)C8=C1C=C(C9=C(C%10([R14])[R14])C=C(C%11=CC=C(C%12=NC(C%13=CC=CC=C%13)=C(N=C%11%12)C%14=CC=CC=C%14)/C=C%15SC(N([R36])C/%15=O)=S)S9)C%10=C8)[R14],CCCCCCC1(CCCCCC)c2c(c3cc4c(c5sc(c6ccc(C=O)c7nc(c8ccccc8)c(c8ccccc8)nc67)cc5C(CCCCCC)4CCCCCC)cc31)sc(c1ccc(C=O)c3nc(c4ccccc4)c(c4ccccc4)nc13)c2,,Qx1b,,,,
BTA23,[R2]n1nc2c(/C=C3C(N(/C(S/3)=C(C#N)/C#N)CC)=O)ccc(c3ccc(c4ccc(c5c6nn([R2])nc6c(/C=C6S/C(N(CC)C\6=O)=C(C#N)/C#N)cc5)cc4C45c6c(c7c5cccc7)cccc6)c4c3)c2n1,CCCCCCn1nc2c(/C=C3C(N(/C(S/3)=C(C#N)/C#N)CC)=O)ccc(c3ccc(c4ccc(c5c6nn(CCCCCC)nc6c(/C=C6S/C(N(CC)C\6=O)=C(C#N)/C#N)cc5)cc4C45c6c(c7c5cccc7)cccc6)c4c3)c2n1,,BTA23,Similar to SFBRCN,,,
BTA21,[R2]n1nc2c(/C=C3C(N(C(S/3)=S)CC)=O)ccc(c3ccc(c4ccc(c5c6nn([R2])nc6c(/C=C6SC(N(CC)C\6=O)=S)cc5)cc4C45c6c(c7c5cccc7)cccc6)c4c3)c2n1,CCCCCCn1nc2c(/C=C3C(N(C(S/3)=S)CC)=O)ccc(c3ccc(c4ccc(c5c6nn(CCCCCC)nc6c(/C=C6SC(N(CC)C\6=O)=S)cc5)cc4C45c6c(c7c5cccc7)cccc6)c4c3)c2n1,,BTA21,,,,
BTA27,[R2]n1nc2c(/C=C(C#N)/C#N)ccc(c3ccc(c4ccc(c5c6nn([R2])nc6c(/C=C(C#N)\C#N)cc5)cc4C45c6c(c7c5cccc7)cccc6)c4c3)c2n1,CCCCCCn1nc2c(/C=C(C#N)/C#N)ccc(c3ccc(c4ccc(c5c6nn(CCCCCC)nc6c(/C=C(C#N)\C#N)cc5)cc4C45c6c(c7c5cccc7)cccc6)c4c3)c2n1,,BTA27,,,,
F-H,O=C1c2c(C(/C1=C/c1sc(c3cc(C4([R2])[R2])c(c5c4cc(c4c(C([R2])6[R2])cc(/C=C7C(c8ccccc8C\7=C(C#N)\C#N)=O)s4)c6c5)cc3C3([R2])[R2])c3c1)=C(C#N)/C#N)cccc2,O=C1c2c(C(/C1=C/c1sc(c3cc(C4(CCCCCCCC)CCCCCCCC)c(c5c4cc(c4c(C(CCCCCCCC)6CCCCCCCC)cc(/C=C7C(c8ccccc8C\7=C(C#N)\C#N)=O)s4)c6c5)cc3C3(CCCCCCCC)CCCCCCCC)c3c1)=C(C#N)/C#N)cccc2,,FDICTF,"Triplicate on here, duplicate on PDF",names are equivalent in literature,,
F-F,[R2]C1([R2])c2cc3c(cc2c2cc4c(cc21)c1sc(C=C2C(=O)c5cc(F)ccc5C2=C(C#N)C#N)cc1C4([R2])[R2])C([R2])([R2])c1cc(C=C2C(=O)c4cc(F)ccc4C2=C(C#N)C#N)sc13,CCCCCCCCC1(CCCCCCCC)c2cc3c(cc2c2cc4c(cc21)c1sc(C=C2C(=O)c5cc(F)ccc5C2=C(C#N)C#N)cc1C4(CCCCCCCC)CCCCCCCC)C(CCCCCCCC)(CCCCCCCC)c1cc(C=C2C(=O)c4cc(F)ccc4C2=C(C#N)C#N)sc13,,F-F,Fluorine should be markush bonded. Disjointed structure.,,,
F-Cl,[R2]C1([R2])c2cc3c(cc2c2cc4c(cc21)c1sc(C=C2C(=O)c5cc(Cl)ccc5C2=C(C#N)C#N)cc1C4([R2])[R2])C([R2])([R2])c1cc(C=C2C(=O)c4cc(Cl)ccc4C2=C(C#N)C#N)sc13,CCCCCCCCC1(CCCCCCCC)c2cc3c(cc2c2cc4c(cc21)c1sc(C=C2C(=O)c5cc(C)ccc5C2=C(C#N)C#N)cc1C4(CCCCCCCC)CCCCCCCC)C(CCCCCCCC)(CCCCCCCC)c1cc(C=C2C(=O)c4cc(C)ccc4C2=C(C#N)C#N)sc13,,F-Cl,Chlorine should be markush bond. Disjointed structure,,,
F-Br,[R2]C1([R2])c2cc3c(cc2c2cc4c(cc21)c1sc(C=C2C(=O)c5cc(Br)ccc5C2=C(C#N)C#N)cc1C4([R2])[R2])C([R2])([R2])c1cc(C=C2C(=O)c4cc(Br)ccc4C2=C(C#N)C#N)sc13,Bc1ccc2c(c1)C(=O)C(=Cc1cc3c(s1)c1cc4c(cc1C3(CCCCCCCC)CCCCCCCC)c1cc3c(cc1C4(CCCCCCCC)CCCCCCCC)c1sc(C=C4C(=O)c5cc(B)ccc5C4=C(C#N)C#N)cc1C3(CCCCCCCC)CCCCCCCC)C2=C(C#N)C#N,,F-Br,Disjointed structure. Bromine is markush bond (could be on either far carbon).,,,
Cl-ITIC,[R14]c1ccc(C2(c3ccc([R14])cc3)c3cc4c(cc3c3sc5cc(C=C6C(=O)c7cc(Cl)ccc7C6=C(C#N)C#N)sc5c32)C(c2ccc([R14])cc2)(c2ccc([R14])cc2)c2c3sc(C=C5C(=O)c6cc(Cl)ccc6C5=C(C#N)C#N)cc3sc24)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3c3sc5cc(C=C6C(=O)c7cc(C)ccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c3sc(C=C5C(=O)c6cc(C)ccc6C5=C(C#N)C#N)cc3sc24)cc1,,Cl-ITIC,Disjointed structure. Chlorine is markush bond (could be on either far carbon).,,,
Br-ITIC,[R14]c1ccc(C2(c3ccc([R14])cc3)c3cc4c(cc3c3sc5cc(C=C6C(=O)c7cc(Br)ccc7C6=C(C#N)C#N)sc5c32)C(c2ccc([R14])cc2)(c2ccc([R14])cc2)c2c3sc(C=C5C(=O)c6cc(Br)ccc6C5=C(C#N)C#N)cc3sc24)cc1,Bc1ccc2c(c1)C(=O)C(=Cc1cc3sc4c(c3s1)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc3c(cc14)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1c4sc(C=C5C(=O)c6cc(B)ccc6C5=C(C#N)C#N)cc4sc13)C2=C(C#N)C#N,,Br-ITIC,Bromine is markush bond (could be on either far end carbon). Structure is disjointed,,,
I-ITIC,[R14]c1ccc(C2(c3ccc([R14])cc3)c3cc4c(cc3c3sc5cc(C=C6C(=O)c7cc(I)ccc7C6=C(C#N)C#N)sc5c32)C(c2ccc([R14])cc2)(c2ccc([R14])cc2)c2c3sc(C=C5C(=O)c6cc(I)ccc6C5=C(C#N)C#N)cc3sc24)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3c3sc5cc(C=C6C(=O)c7cc(I)ccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c3sc(C=C5C(=O)c6cc(I)ccc6C5=C(C#N)C#N)cc3sc24)cc1,,I-ITIC,Iodine is markush bond (could be on either far end carbon). Structure is disjointed,,,
NFBDT,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c(cc4sc5c(C(c6ccc([R14])cc6)(c6ccc([R14])cc6)c6cc(/C=C7C(c8ccccc8C\7=C(C#N)\C#N)=O)sc65)c4c4)c4sc3c3sc(/C=C4C(c5ccccc5C\4=C(C#N)\C#N)=O)cc23)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(cc4sc5c(C(c6ccc(CCCCCC)cc6)(c6ccc(CCCCCC)cc6)c6cc(/C=C7C(c8ccccc8C\7=C(C#N)\C#N)=O)sc65)c4c4)c4sc3c3sc(/C=C4C(c5ccccc5C\4=C(C#N)\C#N)=O)cc23)cc1,,NFBDT,,,,
NCBDT,[R14]c1ccc(C2(c3ccc([R14])cc3)c3cc(C=C4C(=O)c5cc(F)ccc5C4=C(C#N)C#N)sc3c3sc4c([R2])c5c6c(sc5c([R2])c4c32)c2sc(C=C3C(=O)c4cc(F)ccc4C3=C(C#N)C#N)cc2C6(c2ccc([R14])cc2)c2ccc([R14])cc2)cc1,CCCCCCCCc1c2sc3c(c2c(CCCCCCCC)c2sc4c(c12)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc(C=C2C(=O)c5cc(F)ccc5C2=C(C#N)C#N)sc14)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc(C=C2C(=O)c4cc(F)ccc4C2=C(C#N)C#N)sc13,,NCBDT,Should be markush Fluorine end groups (indicating F could be on either far end carbon). Structure also appears to be disjointed.,,,
ZITI-4F,O=C(c1cc(F)c(F)cc1C/1=C(C#N)/C#N)C1=C/c1sc(c2cc(C([R31])([R31])C3=C4C([R31])([R31])c5c3cc(Cc3cc(/C=C6C(c7cc(F)c(F)cc7C\6=C(C#N)\C#N)=O)sc33)c3c5)c4cc2C2)c2c1,O=C(c1cc(F)c(F)cc1C/1=C(C#N)/C#N)C1=C/c1sc(c2cc(C(SCC(CCCCCC)CCCC)(SCC(CCCCCC)CCCC)C3=C4C(SCC(CCCCCC)CCCC)(SCC(CCCCCC)CCCC)c5c3cc(Cc3cc(/C=C6C(c7cc(F)c(F)cc7C\6=C(C#N)\C#N)=O)sc33)c3c5)c4cc2C2)c2c1,,ZITI-4F,,,,
DTCCIC-C17,O=C(c1ccccc1C/1=C(C#N)/C#N)C1=C/c1sc(c2cc3n([R21])c4cc(c5c(C(c6ccc([R2])cc6)6c7ccc([R2])cc7)cc(/C=C7/C(c8c(C7=O)cccc8)=C(C#N)/C#N)s5)c6cc4c3cc2C2(c3ccc([R2])cc3)c3ccc([R2])cc3)c2c1,O=C(c1ccccc1C/1=C(C#N)/C#N)C1=C/c1sc(c2cc3n(C(CCCCCCCCC)CCCCCCC)c4cc(c5c(C(c6ccc(CCCCCCCC)cc6)6c7ccc(CCCCCCCC)cc7)cc(/C=C7/C(c8c(C7=O)cccc8)=C(C#N)/C#N)s5)c6cc4c3cc2C2(c3ccc(CCCCCCCC)cc3)c3ccc(CCCCCCCC)cc3)c2c1,correct,DTCCIC-C17,Duplicate on here and PDF,,,
O-IDTBR,S=C(S/C1=C\C2=CC=C(C3=CC4=C(S3)C5=C(C4([R2])[R2])C=C(C6=C(C=C(S6)C7=CC=C(/C=C8SC(N([R36])C\8=O)=S)C9=NSN=C79)C%10([R2])[R2])C%10=C5)C%11=NSN=C2%11)N([R36])C1=O,S=C(N(C/1=O)CC)SC1=C/c1c2nsnc2c(c2cc3c(c4cc5c(c6c(C(CCCCCCCC)5CCCCCCCC)cc(c5c7nsnc7c(/C=C7SC(N(C\7=O)CC)=S)cc5)s6)cc4C3(CCCCCCCC)CCCCCCCC)s2)cc1,,O-IDTBR,,,,
EH-IDTBR,S=C(N(C/1=O)[R36])SC1=C/c(ccc2c3sc(c4cc5c(c6sc(c(ccc7/C=C8SC(N(C\8=O)[R36])=S)c9c7nsn9)cc6C([R4])5[R4])cc4C%10([R4])[R4])c%10c3)c%11c2nsn%11,S=C(N(C/1=O)CC)SC1=C/c1c2nsnc2c(c2cc3c(c4cc5c(c6c(C(CC(CC)CCCC)5CC(CC)CCCC)cc(c5c7nsnc7c(/C=C7SC(N(C\7=O)CC)=S)cc5)s6)cc4C3(CC(CC)CCCC)CC(CC)CCCC)s2)cc1,,EH-IDTBR,,,,
FBR,S=C(S/C1=C\C2=CC=C(C3=CC4=C(C=C3)C5=C(C4([R2])[R2])C=C(C6=CC=C(/C=C7SC(N([R36])C\7=O)=S)C8=NSN=C68)C=C5)C9=NSN=C29)N([R36])C1=O,S=C(N(C/1=O)CC)SC1=C/c1c2nsnc2c(c2cc3c(c4ccc(c5c6nsnc6c(/C=C6SC(N(C\6=O)CC)=S)cc5)cc4C3(CCCCCCCC)CCCCCCCC)cc2)cc1,,FBR,,,,
ITCPTC,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc(/C=C5C(c6cscc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8cscc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c4sc(/C=C5C(c6cscc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8cscc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc(CCCCCC)cc5)4c4ccc(CCCCCC)cc4)cc32)cc1,,ITCPTC,,,,
IDTCN,[R14]c1ccc(C2(c3ccc([R14])cc3)c3cc(/C=C4C(c5cscc5C\4=C(C#N)\C#N)=O)sc3c3cc4c(c5sc(/C=C6C(c7cscc7C\6=C(C#N)\C#N)=O)cc5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4C(c5cscc5C\4=C(C#N)\C#N)=O)sc3c3cc4c(c5sc(/C=C6C(c7cscc7C\6=C(C#N)\C#N)=O)cc5C(c5ccc(CCCCCC)cc5)4c4ccc(CCCCCC)cc4)cc32)cc1,,IDTCN,,,,
NAI-FN-NAI(BO),O=C1c2cc(c3ccc(c4ccc5c6c(C(N([R7])C5=O)=O)cccc46)s3)ccc2c2c1cc(c1sc(c3c4cccc5c4c(C(N([R7])C5=O)=O)cc3)cc1)cc2,O=C1c2cc(c3ccc(c4ccc5c6c(C(N(SCC(CCCCCC)CCCC)C5=O)=O)cccc46)s3)ccc2c2c1cc(c1sc(c3c4cccc5c4c(C(N(SCC(CCCCCC)CCCC)C5=O)=O)cc3)cc1)cc2,,NAI-FN-NAI(BO),,,,
NAI-FN-NAI(HD),O=C1c2cc(c3ccc(c4ccc5c6c(C(N([R1])C5=O)=O)cccc46)s3)ccc2c2c1cc(c1sc(c3c4cccc5c4c(C(N([R1])C5=O)=O)cc3)cc1)cc2,O=C1c2cc(c3ccc(c4ccc5c6c(C(N(CC(CCCCCC)CCCCCCCC)C5=O)=O)cccc46)s3)ccc2c2c1cc(c1sc(c3c4cccc5c4c(C(N(CC(CCCCCC)CCCCCCCC)C5=O)=O)cc3)cc1)cc2,,NAI-FN-NAI(HD),,,,
NAI-FCN-NAI(BO),O=C(N([R7])C1=O)c2c3c1ccc(c1ccc(c4cc(/C5=C(C#N)\C#N)c(c6c5cc(c5sc(c7c8cccc9c8c(C(N([R7])C9=O)=O)cc7)cc5)cc6)cc4)s1)c3ccc2,O=C(N(SCC(CCCCCC)CCCC)C1=O)c2c3c1ccc(c1ccc(c4cc(/C5=C(C#N)\C#N)c(c6c5cc(c5sc(c7c8cccc9c8c(C(N(SCC(CCCCCC)CCCC)C9=O)=O)cc7)cc5)cc6)cc4)s1)c3ccc2,,NAI-FCN-NAI(BO),,,,
INIC,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc5cc(/C=C6C(c7ccccc7C\6=C(C#N)\C#N)=O)sc5c4sc3c3cc4c(c5sc6c7sc(/C=C8C(c9ccccc9C\8=C(C#N)\C#N)=O)cc7sc6c5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c4sc5cc(/C=C6C(c7ccccc7C\6=C(C#N)\C#N)=O)sc5c4sc3c3cc4c(c5sc6c7sc(/C=C8C(c9ccccc9C\8=C(C#N)\C#N)=O)cc7sc6c5C(c5ccc(CCCCCC)cc5)4c4ccc(CCCCCC)cc4)cc32)cc1,,INIC,,,,
INIC1,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc5cc(/C=C6C(c7c(F)cccc7C\6=C(C#N)\C#N)=O)sc5c4sc3c3cc4c(c5sc6c7sc(/C=C8C(c9c(F)cccc9C\8=C(C#N)\C#N)=O)cc7sc6c5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c4sc5cc(/C=C6C(c7c(F)cccc7C\6=C(C#N)\C#N)=O)sc5c4sc3c3cc4c(c5sc6c7sc(/C=C8C(c9c(F)cccc9C\8=C(C#N)\C#N)=O)cc7sc6c5C(c5ccc(CCCCCC)cc5)4c4ccc(CCCCCC)cc4)cc32)cc1,,INIC1,,,,
INIC2,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc5cc(/C=C6C(c7ccc(F)cc7C\6=C(C#N)\C#N)=O)sc5c4sc3c3cc4c(c5sc6c7sc(/C=C8C(c9ccc(F)cc9C\8=C(C#N)\C#N)=O)cc7sc6c5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c4sc5cc(/C=C6C(c7ccc(F)cc7C\6=C(C#N)\C#N)=O)sc5c4sc3c3cc4c(c5sc6c7sc(/C=C8C(c9ccc(F)cc9C\8=C(C#N)\C#N)=O)cc7sc6c5C(c5ccc(CCCCCC)cc5)4c4ccc(CCCCCC)cc4)cc32)cc1,,INIC2,,,,
F8IC,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc(/C=C5C(c6cc(F)c(F)cc6C\5=C(C#N)\C#N)=O)cc4sc3c3sc4c5c(c6sc7cc(/C=C8C(c9cc(F)c(F)cc9C\8=C(C#N)\C#N)=O)sc7c6C5(c5ccc([R14])cc5)c5ccc([R14])cc5)sc4c32)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c4sc(/C=C5C(c6cc(F)c(F)cc6C\5=C(C#N)\C#N)=O)cc4sc3c3sc4c5c(c6sc7cc(/C=C8C(c9cc(F)c(F)cc9C\8=C(C#N)\C#N)=O)sc7c6C5(c5ccc(CCCCCC)cc5)c5ccc(CCCCCC)cc5)sc4c32)cc1,"same structure, different labels",F8IC,,,,
F10IC,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc5cc(/C=C6C(c7cc(F)c(F)cc7C\6=C(C#N)\C#N)=O)sc5c4sc3c3sc4c5c(c6sc7c8sc(/C=C9C(c%10cc(F)c(F)cc%10C\9=C(C#N)\C#N)=O)cc8sc7c6C5(c5ccc([R14])cc5)c5ccc([R14])cc5)sc4c32)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c4sc5cc(/C=C6C(c7cc(F)c(F)cc7C\6=C(C#N)\C#N)=O)sc5c4sc3c3sc4c5c(c6sc7c8sc(/C=C9C(c%10cc(F)c(F)cc%10C\9=C(C#N)\C#N)=O)cc8sc7c6C5(c5ccc(CCCCCC)cc5)c5ccc(CCCCCC)cc5)sc4c32)cc1,,F10IC,,,,
DC-IDT2T,[R14]c1ccc(C2(c3ccc([R14])cc3)c3cc(c4sc(/C=C5C(c6ccccc6C\5=C(C#N)\C#N)=O)cc4)sc3c3cc4c(c5sc(c6sc(/C=C7C(c8ccccc8C\7=C(C#N)\C#N)=O)cc6)cc5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(c4sc(/C=C5C(c6ccccc6C\5=C(C#N)\C#N)=O)cc4)sc3c3cc4c(c5sc(c6sc(/C=C7C(c8ccccc8C\7=C(C#N)\C#N)=O)cc6)cc5C(c5ccc(CCCCCC)cc5)4c4ccc(CCCCCC)cc4)cc32)cc1,,DC-IDT2T,,,,
FTTB,[R2]C1(C2=C(C3=C1C=C(C4=CC=C(S4)/C=C5C(N(C(N(C/5=O)[R36])=S)[R36])=O)C=C3)C=CC(C6=CC=C(/C=C7C(N([R36])C(N([R36])C\7=O)=S)=O)S6)=C2)[R2],CCCCCCCCC1(CCCCCCCC)c2cc(c3sc(/C=C4C(N(C(N(C\4=O)CC)=S)CC)=O)cc3)ccc2c2ccc(c3ccc(/C=C4C(N(CC)C(N(CC)C/4=O)=S)=O)s3)cc21,,FTTB,,,,
IDFBR,S=C(S/C1=C\C2=CC=C(C3=CC4=C(C=C3)C5=C(C4([R4])[R4])C=C(C6=CC=C(C7=CC=C(/C=C8SC(N([R36])C\8=O)=S)C9=NSN=C79)C=C6%10)C(C%10([R4])[R4])=C5)C%11=NSN=C2%11)N([R36])C1=O,S=C(N(C/1=O)CC)SC1=C/c1c2nsnc2c(c2cc3c(c4cc(C5(CC(CC)CCCC)CC(CC)CCCC)c(c6c5cc(c5c7nsnc7c(/C=C7SC(N(C\7=O)CC)=S)cc5)cc6)cc4C3(CC(CC)CCCC)CC(CC)CCCC)cc2)cc1,,IDFBR,,,,
IDTBR,S=C(N(C/1=O)CC)SC1=C/c1c2nsnc2c(c2cc3c(c4cc(C5([R2])[R2])c(c6c5cc(c5c7nsnc7c(/C=C7SC(N(C\7=O)CC)=S)cc5)s6)cc4C3([R2])[R2])s2)cc1,S=C(N(C/1=O)CC)SC1=C/c1c2nsnc2c(c2cc3c(c4cc(C5(CCCCCCCC)CCCCCCCC)c(c6c5cc(c5c7nsnc7c(/C=C7SC(N(C\7=O)CC)=S)cc5)s6)cc4C3(CCCCCCCC)CCCCCCCC)s2)cc1,,IDTBR,Duplicate here only,,,
TTz1,[R7]c1c(c2sc3nc(c4sc(c5c6nsnc6c(/C=C(C#N)\C#N)cc5)cc4[R7])sc3n2)sc(c2c3nsnc3c(/C=C(C#N)\C#N)cc2)c1,SCC(CCCCCC)CCCCc1c(c2sc3nc(c4sc(c5c6nsnc6c(/C=C(C#N)\C#N)cc5)cc4SCC(CCCCCC)CCCC)sc3n2)sc(c2c3nsnc3c(/C=C(C#N)\C#N)cc2)c1,,TTz1,,,,
TTz2,[R7]C1=C(SC(C2=CC=C(/C=C3C(N(/C(S\3)=C(C#N)\C#N)[R36])=O)C4=NSN=C24)=C1)C5=NC6=C(N=C(S6)C7=C(C=C(S7)C8=CC=C(C9=NSN=C98)/C=C%10S/C(N([R36])C/%10=O)=C(C#N)\C#N)[R7])S5,SCC(CCCCCC)CCCCc1c(c2sc3nc(c4c(SCC(CCCCCC)CCCC)cc(c5ccc(/C=C6S/C(N(C/6=O)CC)=C(C#N)\C#N)c6c5nsn6)s4)sc3n2)sc(c2c3nsnc3c(/C=C3C(N(CC)/C(S\3)=C(C#N)/C#N)=O)cc2)c1,,TTz2,,,,
FTIC-C8C6,[R14]C(c1cc(/C=C2C(c3ccccc3C\2=C(C#N)\C#N)=O)sc11)([R14])c2c1cc(C([R2])([R2])c1cc(c3sc(/C=C4/C(c5c(C4=O)cccc5)=C(C#N)/C#N)cc3C3([R14])[R14])c3cc31)c3c2,CCCCCCC(c1cc(/C=C2C(c3ccccc3C\2=C(C#N)\C#N)=O)sc11)(CCCCCC)c2c1cc(C(CCCCCCCC)(CCCCCCCC)c1cc(c3sc(/C=C4/C(c5c(C4=O)cccc5)=C(C#N)/C#N)cc3C3(CCCCCC)CCCCCC)c3cc31)c3c2,,FTIC-C8C6,,,,
FTIC-C6C6,[R14]C(c1cc(/C=C2C(c3ccccc3C\2=C(C#N)\C#N)=O)sc11)([R14])c2c1cc(C([R14])([R14])c1cc(c3sc(/C=C4/C(c5c(C4=O)cccc5)=C(C#N)/C#N)cc3C3([R14])[R14])c3cc31)c3c2,CCCCCCC(c1cc(/C=C2C(c3ccccc3C\2=C(C#N)\C#N)=O)sc11)(CCCCCC)c2c1cc(C(CCCCCC)(CCCCCC)c1cc(c3sc(/C=C4/C(c5c(C4=O)cccc5)=C(C#N)/C#N)cc3C3(CCCCCC)CCCCCC)c3cc31)c3c2,,FTIC-C6C6,,,,
FTIC-C6C8,[R2]C(c1cc(/C=C2C(c3ccccc3C\2=C(C#N)\C#N)=O)sc11)([R2])c2c1cc(C([R14])([R14])c1cc(c3sc(/C=C4/C(c5c(C4=O)cccc5)=C(C#N)/C#N)cc3C3([R2])[R2])c3cc31)c3c2,CCCCCCCCC(c1cc(/C=C2C(c3ccccc3C\2=C(C#N)\C#N)=O)sc11)(CCCCCCCC)c2c1cc(C(CCCCCC)(CCCCCC)c1cc(c3sc(/C=C4/C(c5c(C4=O)cccc5)=C(C#N)/C#N)cc3C3(CCCCCCCC)CCCCCCCC)c3cc31)c3c2,,FTIC-C6C8,,,,
NDI-TR,O=C(c1cc(c2sc(/C=C3C(N(CC)C(S/3)=S)=O)cc2)c(C(N([R4])C2=O)=O)c3c2cc(c2sc(/C=C4C(N(CC)C(S/4)=S)=O)cc2)c2c31)N([R4])C2=O,O=C(c1cc(c2sc(/C=C3C(N(CC)C(S/3)=S)=O)cc2)c(C(N(CC(CC)CCCC)C2=O)=O)c3c2cc(c2sc(/C=C4C(N(CC)C(S/4)=S)=O)cc2)c2c31)N(CC(CC)CCCC)C2=O,,NDI-TR,,,,
IXIC,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc(/C=C5C(c6ccccc6C\5=C(C#N)\C#N)=O)cc4sc3c3sc4c5c(c6sc7cc(/C=C8C(c9ccccc9C\8=C(C#N)\C#N)=O)sc7c6C5(c5ccc([R14])cc5)c5ccc([R14])cc5)sc4c32)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c4sc(/C=C5C(c6ccccc6C\5=C(C#N)\C#N)=O)cc4sc3c3sc4c5c(c6sc7cc(/C=C8C(c9ccccc9C\8=C(C#N)\C#N)=O)sc7c6C5(c5ccc(CCCCCC)cc5)c5ccc(CCCCCC)cc5)sc4c32)cc1,looks like 6TIC,IXIC,,,,
IXIC-4Cl,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc(/C=C5C(c6cc(Cl)c(Cl)cc6C\5=C(C#N)\C#N)=O)cc4sc3c3sc4c5c(c6sc7cc(/C=C8C(c9cc(Cl)c(Cl)cc9C\8=C(C#N)\C#N)=O)sc7c6C5(c5ccc([R14])cc5)c5ccc([R14])cc5)sc4c32)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c4sc(/C=C5C(c6cc(Cl)c(Cl)cc6C\5=C(C#N)\C#N)=O)cc4sc3c3sc4c5c(c6sc7cc(/C=C8C(c9cc(Cl)c(Cl)cc9C\8=C(C#N)\C#N)=O)sc7c6C5(c5ccc(CCCCCC)cc5)c5ccc(CCCCCC)cc5)sc4c32)cc1,,IXIC-4Cl,,,,
ITTC,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc(/C=C5C(c6cscc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8cscc8C\7=C(C#N)\C#N)=O)sc6c5C4(c4ccc([R14])cc4)c4ccc([R14])cc4)cc32)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c4sc(/C=C5C(c6cscc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8cscc8C\7=C(C#N)\C#N)=O)sc6c5C4(c4ccc(CCCCCC)cc4)c4ccc(CCCCCC)cc4)cc32)cc1,,ITTC,,,,
